row_index,query_gene,query_uniprot,partner_gene,partner_uniprot,class,train_17k_P_sequence,train_17k_P_accession,train_17k_P,train_31k_P_sequence,train_31k_P_accession,train_31k_P,train_U_pool_sequence,train_U_pool_accession,train_U_pool,selection_dev_legacy_P_sequence,selection_dev_legacy_P_accession,selection_dev_legacy_P,selection_dev_legacy_U_sequence,selection_dev_legacy_U_accession,selection_dev_legacy_U,selection_dev_added_P_sequence,selection_dev_added_P_accession,selection_dev_added_P,selection_dev_added_U_sequence,selection_dev_added_U_accession,selection_dev_added_U,newly_added_train_P,selected_31k_prior_pair
520,ERN1,O75460,GATA4,P43694,U,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
521,ERN1,O75460,TUFM,P49411,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
522,ERN1,O75460,HNRNPH2,P55795,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
523,ERN1,O75460,FLI1,Q01543,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
524,ERN1,O75460,CSTF1,Q05048,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
525,ERN1,O75460,RBBP4,Q09028,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
526,ERN1,O75460,GTF2H2,Q13888,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
527,ERN1,O75460,RBBP7,Q16576,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
528,ERN1,O75460,TBRG1,Q3YBR2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
529,ERN1,O75460,ABRAXAS1,Q6UWZ7,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
530,ERN1,O75460,THAP5,Q7Z6K1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
531,ERN1,O75460,UHMK1,Q8TAS1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
532,ERN1,O75460,TFAP2C,Q92754,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
533,ERN1,O75460,SMARCE1,Q969G3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
534,ERN1,O75460,ACD,Q96AP0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
535,ERN1,O75460,RBM17,Q96I25,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
536,ERN1,O75460,LCOR,Q96JN0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
537,ERN1,O75460,EGLN2,Q96KS0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
538,ERN1,O75460,NSUN5,Q96P11,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
539,ERN1,O75460,GRWD1,Q9BQ67,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
540,ERN1,O75460,TINF2,Q9BSI4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
541,ERN1,O75460,METTL22,Q9BUU2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
542,ERN1,O75460,REXO4,Q9GZR2,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
543,ERN1,O75460,POLR1E,Q9GZS1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
544,ERN1,O75460,DDX47,Q9H0S4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
545,ERN1,O75460,TSPYL1,Q9H0U9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
546,ERN1,O75460,ALX4,Q9H161,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
547,ERN1,O75460,BRF2,Q9HAW0,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
548,ERN1,O75460,ELL3,Q9HB65,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
549,ERN1,O75460,METTL14,Q9HCE5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
550,ERN1,O75460,TMLHE,Q9NVH6,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
551,ERN1,O75460,CWC25,Q9NXE8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
552,ERN1,O75460,MBD2,Q9UBB5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
553,ERN1,O75460,NARF,Q9UHQ1,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
554,ERN1,O75460,RNMT,O43148,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
555,ERN1,O75460,PRPF4,O43172,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
556,ERN1,O75460,HBP1,O60381,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
557,ERN1,O75460,PMPCB,O75439,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
558,ERN1,O75460,UBXN7,O94888,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
559,ERN1,O75460,DERPC,P0CG12,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
560,ERN1,O75460,SRF,P11831,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
561,ERN1,O75460,PAX3,P23760,U,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
562,ERN1,O75460,CDC25C,P30307,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
563,ERN1,O75460,RORA,P35398,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
564,ERN1,O75460,FUS,P35637,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
565,ERN1,O75460,SOX9,P48436,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
566,ERN1,O75460,POLD2,P49005,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
567,ERN1,O75460,CLK2,P49760,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
568,ERN1,O75460,RORC,P51449,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
569,ERN1,O75460,FOXA1,P55317,U,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
570,ERN1,O75460,RRP1,P56182,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
571,ERN1,O75460,SRSF4,Q08170,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
572,ERN1,O75460,PMPCA,Q10713,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
573,ERN1,O75460,SF3A3,Q12874,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
574,ERN1,O75460,HDAC1,Q13547,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
575,ERN1,O75460,VEZF1,Q14119,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
576,ERN1,O75460,NONO,Q15233,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
577,ERN1,O75460,SF3A2,Q15428,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
578,ERN1,O75460,ZSCAN26,Q16670,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
579,ERN1,O75460,ZNF385B,Q569K4,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
580,ERN1,O75460,CCDC174,Q6PII3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
581,ERN1,O75460,SMARCD3,Q6STE5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
582,ERN1,O75460,AEBP2,Q6ZN18,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
583,ERN1,O75460,RIOX2,Q8IUF8,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
584,ERN1,O75460,PGBD5,Q8N414,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
585,ERN1,O75460,PRPF31,Q8WWY3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
586,ERN1,O75460,PRCC,Q92733,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
587,ERN1,O75460,GPKOW,Q92917,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
588,ERN1,O75460,SAAL1,Q96ER3,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
589,ERN1,O75460,RNPC3,Q96LT9,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
590,ERN1,O75460,PNKP,Q96T60,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
591,ERN1,O75460,FOXC2,Q99958,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
592,ERN1,O75460,TBL1Y,Q9BQ87,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
593,ERN1,O75460,HEMGN,Q9BXL5,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
594,ERN1,O75460,SPRTN,Q9H040,U,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
